# 【geoguessr】日本マップNMで使える知識を300個以上紹介します！

[00:00:30] かわいいチャージャーとか食べたことないから
[04:41:24] 沖ノ島の車は こんな感じ白いのが見えてて
[04:41:29] ボックスなんであの 相馬とかで見た福島で見た車っぽいんですけど
[04:41:35] 高知市は軽にしとけよー
[04:41:39] この あそうか
[04:41:41] 失礼しました えっ
[04:41:45] まあこういう感じで ボックスで謎の白いやつ
[04:41:52] です まあこんな1回しか出たことないんですけど
[04:41:59] コーチ もうですねそうやった覚えやすかったんですけど
[04:42:04] 徳島は t なんでわかりやすいんですが高知は s です
[04:42:08] ということで高知県の市街局版088で 4桁目がゼロもしくは789です
[04:42:18] 0880で3456789 って感じです
[04:42:26] 愛媛県いきます
[04:42:31] 愛媛県 ダイヤ
[04:42:35] 愛媛県のダイヤは 全国の標準型のダイヤです切れ目なしの
[04:42:40] これですねまああえて紹介しているのは四国でこのダイヤを使っているのは愛媛県 だけだからですね
[04:42:47] 各県代や違うので覚えるとかなり使えます 愛媛県のマンホール松山市マンホール紹介します
[04:42:59] 松山市はこういう花が咲いてます ってマンホールですね
[04:43:06] ここに松山って書いてます
[04:43:10] こういうもの掘る これは松山市マンホールです
[04:43:16] 松山愛媛の道路紹介します 愛媛は
[04:43:22] こういう 道が青っぽくなっている外側が青い
[04:43:26] 電話番号は2スタートで9の次に例が来る並びで考える方が合理的な気がする
[04:43:37] よいしょ
[04:43:42] なるほど ゼロから考えるよりがってくる
[04:43:46] しかし 確かし確かしだなぁそれ
[04:43:52] 愛媛県でよく見るこの外側青線みたい実際どこまで正確なのかわかんないんですが 愛媛県でよく見ます
[04:44:01] 島並海道とかエイのエリア そしてまあこれもちょっと何か変わったやつ紹介するんですが
[04:44:09] 愛媛県に限った話じゃなくてこういう非公式カバレッジがあります四国中四国で よくあります
[04:44:16] 撮影者が l さんっていう方なんですけど まあポタローっていう人がいるんですがポタローは多分全国で撮影してるんですが l さんは
[04:44:25] だいたい中四国が多いかと思います まあごく稀に出てきます l さんのカバレッジは
[04:44:34] なのでだいたい中四国ですね出てきたときは まあ使えない知識ですが紹介しておきます
[04:44:43] ということで愛媛県の市街局版は全域089です 四国の市街局版は0878889
[04:44:54] 九州いきます
[04:45:05] ん
[04:45:10] 福岡県
[04:45:13] 表紙
[04:45:17] 福岡県の標識は徳島も t じゃなくてし なんですけど
[04:45:25] 4なの
[04:45:28] まあの t って見えるから t 思い込んだ方がいいと思います
[04:45:36] さあ福岡の標識は青テープが巻いています まあ大阪と同じ
[04:45:41] ほぼ同じやつだと思います なのでまあ福岡と大阪ちょっと似てます
[04:45:49] でさらに標識裏があるリブってことで まあ大阪と同じですね
[04:45:55] 大阪と同じか r リブで
[04:45:59] 青テープが巻いてあるということで 大阪っぽい標識をしているのが福岡県
[04:46:06] で福岡
[04:46:11] マンホールいきますか北九州 北九州はめっちゃ覚えやすいですこの謎の
[04:46:17] 物体が 周りを囲んでるっていう
[04:46:21] などのアーモンドみたいなナッツみたいな奴が 周りを囲んでいる
[04:46:27] これが北九州マンホールです
[04:46:31] これはなかなかインパクトありますよねこの マンホール
[04:46:41] 福岡市マンホールはなんかメカメカメカしい 感じです
[04:46:47] 機械が組み合わさっているみたいな感じの マンホールになっています
[04:46:52] こういう四角とか三角とか丸とかで構成 されています
[04:47:04] 福岡景色いきましょうか この久留米とかあたりでこのあたり
[04:47:10] なんですけど このエリアは南に山がずっと連なって
[04:47:13] います まあ似た景色でさっきあったのは岐阜県
[04:47:16] なんですが 岐阜県は東西に連なってるんじゃなくて
[04:47:20] 南北に連なってました 福岡県のこのエリアは
[04:47:24] 東西にずーっと一直線の山が連なっています でお米とか畑とか育ててって感じです
[04:47:36] で角度としてもこういう東西南北っていう 感じの角度が多い
[04:47:40] ひまわりのデザインらしい ひまわりなんだあれ
[04:47:44] あれひまわりだったんですね失礼しますと 今までなんか
[04:47:48] 無視だと思ってました
[04:47:52] で福岡洋壁紹介します 福岡洋壁は
[04:47:58] こういうまずこの真ん中の部分がなんか こう八角形になっている
[04:48:04] 一般的には四角形なんですけど 福岡はこういう八角形
[04:48:09] 北陸とかにも存在するようですこういうタイプ 福井とかにもあります
[04:48:14] でかつ端が こういう棘みたいなのが存在します
[04:48:20] これは北九州の中でも北部にしか存在しない 洋壁です
[04:48:26] でかつ福岡の場合この穴の開いている 部分がこの
[04:48:30] この八角形じゃなくて四角形の場合も ありますけど中に来ていることが多い
[04:48:37] っていうのが福岡洋壁これ典型的な 福岡洋壁ですね
[04:48:43] これがまあ典型的な福岡県の 洋壁です
[04:48:49] で最後ですねめちゃくちゃマイナーな 部分になるんですが
[04:48:54] 九州でこういうさっき紹介したガードレール に黄色テープ
[04:48:59] がついているエリアってあんまりないです
[04:49:04] だいたい まあ6割ぐらいは
[04:49:08] 福岡にです黄色テープついてたら 九州でガードレールに黄色テープがついてたら
[04:49:15] 6割福岡です なのでどうし本当にどうしようもない時は
[04:49:20] 福岡に置いてみるといいかと思います
[04:49:27] 以上が福岡県です 福岡県の市街局版は
[04:49:32] 福岡市周辺が 0 q 2
[04:49:38] 北九州市周辺が093 残りが094になります
[04:49:46] ことで佐賀県
[04:49:51] 佐賀県は
[04:49:54] 先ほど九州のプレートに数字が書いてある という
[04:50:00] いうことも話しましたが 佐賀県の標識は
[04:50:05] こういうグレーなのか白なのかわかんない けど
[04:50:09] テープが縦長テープが貼ってますこれは 佐賀県か長崎県にしか存在しません
[04:50:22] で佐賀の泊まれ 佐賀の泊まれはここで
[04:50:27] 出てきました九州のないのが高い泊まれですね 九州の泊まれですこれはだいたい
[04:50:34] なんかこういう間がめっちゃ右に寄ってて っていうやつ間の形が変っていうのは大体九州だと思っていいっていうぐらい
[04:50:43] 九州でよく見るような泊まれです これ佐賀県だけじゃなくて大分熊本宮崎とかその
[04:50:54] あたりもこういうほぼ同じ泊まれ使っています ので
[04:50:58] 正直自分もよくわかって見分けが難しいですね まただ佐賀に限るとこれのちっちゃい版が存在します
